Type,Title,Dubbed From,Ownership,Language,Country,Date Added,Live Status,Primary Genre,Secondary Genre,Final Genre,Theatrical Release Year,Age Rating,Age score,Run Time,RUN TIME,IMDB Rating,Cast,Synopsis,Keywords2,Keywords3,Keywords4,Keywords5,Age Rating Numeric
Movies,Autograph,,Acquired,Bengali,India,09-09-2017,Yes,Drama,,Drama,2010,U/A 13+,3,139,139,7.8,"Prosenjit Chattopadhyay, Nandana Dev Sen, Indraneil Sengupta",Watch Autograph Bengali movie online on hoichoi. A Bengali movie about an actorís journey from real to reel while playing the lead in the remake of Satyajit Rayís Nayak. Watch he Prosenjit Chatterjee film on hoichoi.,watch autograph bengali movie online hoichoi bengali movie about actorís journey real reel while playing lead remake satyajit rayís nayak watch he prosenjit chatterjee film hoichoi,watch autograph bengali movie online,"watch,autograph,bengali,movie,online,hoichoi,bengali,movie,about,actorís,journey,real,reel,while,playing,lead,remake,satyajit,rayís,nayak,watch,he,prosenjit,chatterjee,film,hoichoi","watch,autograph,bengali,movie,online,hoichoi,bengali,movie,about,actorís,journey,real,reel,while,playing,lead,remake,satyajit,rayís,nayak,watch,he,prosenjit,chatterjee,film,hoichoi",13
Movies,Le Halua Le,,Acquired,Bengali,India,09-09-2017,Yes,Comedy,,Comedy,2012,U/A 7+,2,147,147,5.6,"Soham, Paayel Sarkar, Hiraan",Watch Le Halua Le Bengali movie online on hoichoi. A Bengali comedy about Sonali and Subho who donít get along but pretend to be a married couple for a low-rent house. Watch the full movie online on hoichoi.,watch le halua le bengali movie online hoichoi bengali comedy about sonali subho who donít get along but pretend married couple lowrent house watch full movie online hoichoi,watch le halua le bengali,"watch,le,halua,le,bengali,movie,online,hoichoi,bengali,comedy,about,sonali,subho,who,donít,get,along,but,pretend,married,couple,lowrent,house,watch,full,movie,online,hoichoi","watch,le,halua,le,bengali,movie,online,hoichoi,bengali,comedy,about,sonali,subho,who,donít,get,along,but,pretend,married,couple,lowrent,house,watch,full,movie,online,hoichoi",7
Movies,Vidyasagar,,Acquired,Bengali,India,06-06-2017,Yes,Drama,Biography,Drama Biography,1950,U,1,142,142,8.2,"Pahari Sanyal, Kamal Mitra, Utpal Dutt",Watch Vidyasagar Bengali movie online on hoichoi. A biopic of Ishwar Chandra Vidyasagar about his life as an educator and reformer during Bengal Renaissance. Watch the black and white classic film online on hoichoi.,watch vidyasagar bengali movie online hoichoi biopic ishwar chandra vidyasagar about his life educator reformer during bengal renaissance watch black white classic film online hoichoi,watch vidyasagar bengali movie online,"watch,vidyasagar,bengali,movie,online,hoichoi,biopic,ishwar,chandra,vidyasagar,about,his,life,educator,reformer,during,bengal,renaissance,watch,black,white,classic,film,online,hoichoi","watch,vidyasagar,bengali,movie,online,hoichoi,biopic,ishwar,chandra,vidyasagar,about,life,educator,reformer,during,bengal,renaissance,watch,black,white,classic,film,online,hoichoi",0
Movies,Sankalpa,,Acquired,Bengali,India,06-06-2017,Yes,Drama,,Drama,1949,U,1,129.3,129.3,6.8,"Anup Kumar, Kamal Mitra, Malina Debi",Watch Sankalpa Bengali movie online on hoichoi. A Bengali film about an ill man worried about the future of his family in the event of his death. Will he secure them? Watch the full movie online on hoichoi.,watch sankalpa bengali movie online hoichoi bengali film about ill man worried about future his family event his death will he secure them watch full movie online hoichoi,watch sankalpa bengali movie online,"watch,sankalpa,bengali,movie,online,hoichoi,bengali,film,about,ill,man,worried,about,future,his,family,event,his,death,will,he,secure,them,watch,full,movie,online,hoichoi","watch,sankalpa,bengali,movie,online,hoichoi,bengali,film,about,ill,man,worried,about,future,family,event,death,he,secure,them,watch,full,movie,online,hoichoi",0
Movies,MLA Fatakesto,,Acquired,Bengali,India,03-06-2017,Yes,Action,,Action,2006,U/A 7+,2,140,140,6.2,"Mithun Chakraborty, Koel, Debashree Roy",Watch MLA Fatakesto Bengali movie online on hoichoi. A Bengali film about a goon who gets to be the Home Minister for a week. How will he deal with the problems he faces? Watch the Mithun Chakraborty film online on hoichoi.,watch mla fatakesto bengali movie online hoichoi bengali film about goon who gets home minister week how will he deal problems he faces watch mithun chakraborty film online hoichoi,watch mla fatakesto bengali movie,"watch,mla,fatakesto,bengali,movie,online,hoichoi,bengali,film,about,goon,who,gets,home,minister,week,how,will,he,deal,problems,he,faces,watch,mithun,chakraborty,film,online,hoichoi","watch,mla,fatakesto,bengali,movie,online,hoichoi,bengali,film,about,goon,who,gets,home,minister,week,how,he,deal,problems,he,faces,watch,mithun,chakraborty,film,online,hoichoi",7
Movies,Nirdharita Shilpir Anupasthitite,,Acquired,Bengali,India,03-06-2017,Yes,Drama,,Drama,1959,U,1,144,144,8,"Bhanu Bandopadhyay, Chhabi Biswas, Tulsi Chakraborty",Watch Nirdharita Shilpir Anupasthitite Bengali movie online on hoichoi. A Bhanu Bandyopadhyay classic about an aspiring actor who is mistaken as a comedian and forced to perform in a show. Watch the Bengali film online on hoichoi.,watch nirdharita shilpir anupasthitite bengali movie online hoichoi bhanu bandyopadhyay classic about aspiring actor who mistaken comedian forced perform show watch bengali film online hoichoi,watch nirdharita shilpir anupasthitite bengali,"watch,nirdharita,shilpir,anupasthitite,bengali,movie,online,hoichoi,bhanu,bandyopadhyay,classic,about,aspiring,actor,who,mistaken,comedian,forced,perform,show,watch,bengali,film,online,hoichoi","watch,nirdharita,shilpir,anupasthitite,bengali,movie,online,hoichoi,bhanu,bandyopadhyay,classic,about,aspiring,actor,who,mistaken,comedian,forced,perform,show,watch,bengali,film,online,hoichoi",0
Movies,Ek Jhank Ichhe Dana,,Acquired,Bengali,India,03-06-2017,Yes,Drama,,Drama,2010,U/A 7+,2,106.2,106.2,5.6,"Riya Mukherjee, Soumitra Chatterjee, Sabyasachi Chakraborty","Watch Ek Jhank Ichhe Dana Bengali movie online on hoichoi. A Bengali film that narrates the about the crises and problems of students, as the young adults learn to deal with life. Watch the film online on hoichoi.",watch ek jhank ichhe dana bengali movie online hoichoi bengali film narrates about crises problems students young adults learn deal life watch film online hoichoi,watch ek jhank ichhe dana,"watch,ek,jhank,ichhe,dana,bengali,movie,online,hoichoi,bengali,film,narrates,about,crises,problems,students,young,adults,learn,deal,life,watch,film,online,hoichoi","watch,ek,jhank,ichhe,dana,bengali,movie,online,hoichoi,bengali,film,narrates,about,crises,problems,students,young,adults,learn,deal,life,watch,film,online,hoichoi",7
Movies,Diet,,Acquired,Bengali,India,02-06-2017,Yes,Drama,,Drama,2009,U/A 13+,3,104,104,,"Raja Goswami, Tapas Paul, Pamela",Watch Diet Bengali movie online on hoichoi. A Bangla film about a couple forced to move to the city leaving their village life behind. How does the city treat them? Watch the Bengali movie online on hoichoi.,watch diet bengali movie online hoichoi bangla film about couple forced move city leaving their village life behind how does city treat them watch bengali movie online hoichoi,watch diet bengali movie online,"watch,diet,bengali,movie,online,hoichoi,bangla,film,about,couple,forced,move,city,leaving,their,village,life,behind,how,does,city,treat,them,watch,bengali,movie,online,hoichoi","watch,diet,bengali,movie,online,hoichoi,bangla,film,about,couple,forced,move,city,leaving,their,village,life,behind,how,city,treat,them,watch,bengali,movie,online,hoichoi",13
Movies,Proloy,,Acquired,Bengali,India,31-05-2017,Yes,Drama,Crime,Drama Crime,2013,A 18+,5,122.4,122.4,6.8,"Parambrata Chatterjee, Paran Bandopadhyay, Mimi Chakraborty","Watch Proloy Bengali movie online on hoichoi. A Bengali film about a teacherís fight against the rape incidents in his village. Can he fight against the system, too? Watch the film online on hoichoi.",watch proloy bengali movie online hoichoi bengali film about teacherís fight against rape incidents his village can he fight against system too watch film online hoichoi,watch proloy bengali movie online,"watch,proloy,bengali,movie,online,hoichoi,bengali,film,about,teacherís,fight,against,rape,incidents,his,village,can,he,fight,against,system,too,watch,film,online,hoichoi","watch,proloy,bengali,movie,online,hoichoi,bengali,film,about,teacherís,fight,against,rape,incidents,village,he,fight,against,system,too,watch,film,online,hoichoi",18
Movies,Har Har Byomkesh,,Acquired,Bengali,India,31-05-2017,Yes,Detective,Mystery,Detective Mystery,2015,U/A 13+,3,113.5,113.5,6.7,"Abir Chatterjee, Ritwick Chakraborty, Sohini Sarkar, Nusrat Jahan",Watch Har Har Byomkesh Bengali movie online on hoichoi. A Bangla Detective movie in which Byomkesh Bakshi investigates the sudden death of a zamindar in Varanasi during a trip. Watch the Abir Chatterjee movie on hoichoi.,watch har har byomkesh bengali movie online hoichoi bangla detective movie which byomkesh bakshi investigates sudden death zamindar varanasi during trip watch abir chatterjee movie hoichoi,watch har har byomkesh bengali,"watch,har,har,byomkesh,bengali,movie,online,hoichoi,bangla,detective,movie,which,byomkesh,bakshi,investigates,sudden,death,zamindar,varanasi,during,trip,watch,abir,chatterjee,movie,hoichoi","watch,har,har,byomkesh,bengali,movie,online,hoichoi,bangla,detective,movie,which,byomkesh,bakshi,investigates,sudden,death,zamindar,varanasi,during,trip,watch,abir,chatterjee,movie,hoichoi",13
Movies,Ki Kore Toke Bolbo,,Acquired,Bengali,India,31-05-2017,Yes,Romantic,Drama,Romantic Drama,2016,U/A 13+,3,149.6,149.6,5.7,"Mimi Chakraborty, Ankush, Kharaj Mukherjee",Watch Ki Kore Toke Bolbo Bengali movie online on hoichoi. A Bengali romantic movie about Anjali who asks for a divorce from Ankush on the wedding night. Will they part ways? Watch the film online on hoichoi.,watch ki kore toke bolbo bengali movie online hoichoi bengali romantic movie about anjali who asks divorce ankush wedding night will they part ways watch film online hoichoi,watch ki kore toke bolbo,"watch,ki,kore,toke,bolbo,bengali,movie,online,hoichoi,bengali,romantic,movie,about,anjali,who,asks,divorce,ankush,wedding,night,will,they,part,ways,watch,film,online,hoichoi","watch,ki,kore,toke,bolbo,bengali,movie,online,hoichoi,bengali,romantic,movie,about,anjali,who,asks,divorce,ankush,wedding,night,they,part,ways,watch,film,online,hoichoi",13
Movies,Chirodini Tumi Je Amar,,Acquired,Bengali,India,31-05-2017,Yes,Romantic,Drama,Romantic Drama,2008,U/A 16+,4,155,155,6.8,"Rahul Banerjee, Priyanka Sarkar, Rudranil Ghosh",Watch Chirodini Tumi Je Amar Bengali movie online on hoichoi. A Bangla romance about unfulfilled love of a girl from a rich family and a mechanic. How ugly do things turn for them? Watch the Rahul-Priyanka debut film on hoichoi.,watch chirodini tumi je amar bengali movie online hoichoi bangla romance about unfulfilled love girl rich family mechanic how ugly do things turn them watch rahulpriyanka debut film hoichoi,watch chirodini tumi je amar,"watch,chirodini,tumi,je,amar,bengali,movie,online,hoichoi,bangla,romance,about,unfulfilled,love,girl,rich,family,mechanic,how,ugly,do,things,turn,them,watch,rahulpriyanka,debut,film,hoichoi","watch,chirodini,tumi,je,amar,bengali,movie,online,hoichoi,bangla,romance,about,unfulfilled,love,girl,rich,family,mechanic,how,ugly,things,turn,them,watch,rahulpriyanka,debut,film,hoichoi",16
Movies,Nirbasito,,Acquired,Bengali,India,31-05-2017,Yes,Drama,Biography,Drama Biography,2015,A 18+,5,107.2,107.2,8,"Churni Ganguly, Saswata Chatterjee, Raima Sen","Watch Nirbasito Bengali movie online on hoichoi. A Bengali film redefining freedom for women, through the story of a female writer banished from her motherland. Watch the film starring Churni Ganguly on hoichoi.",watch nirbasito bengali movie online hoichoi bengali film redefining freedom women through story female writer banished her motherland watch film starring churni ganguly hoichoi,watch nirbasito bengali movie online,"watch,nirbasito,bengali,movie,online,hoichoi,bengali,film,redefining,freedom,women,through,story,female,writer,banished,her,motherland,watch,film,starring,churni,ganguly,hoichoi","watch,nirbasito,bengali,movie,online,hoichoi,bengali,film,redefining,freedom,women,through,story,female,writer,banished,motherland,watch,film,starring,churni,ganguly,hoichoi",18
Movies,Sedin Dekha Hoyechilo (2010),,Acquired,Bengali,,31-05-2017,Yes,Romantic,Drama,Romantic Drama,2010,U/A 13+,3,153,153,,"Dev, Srabanti, Tapas Paul",Abir falls in love with Nandini but has never met her. What will he do once her true identity is revealed? Watch the full movie on Hoichoi.,abir falls love nandini but has never met her what will he do once her true identity revealed watch full movie hoichoi,abir falls love nandini but,"abir,falls,love,nandini,but,has,never,met,her,what,will,he,do,once,her,true,identity,revealed,watch,full,movie,hoichoi","abir,falls,love,nandini,but,never,met,what,he,once,true,identity,revealed,watch,full,movie,hoichoi",13
Movies,Cholo Paltai,,Acquired,Bengali,India,31-05-2017,Yes,Drama,Sports,Drama Sports,2011,U/A 7+,2,156,156,,"Prosenjit Chatterjee, Aryann Bhowmick, Tathoi Deb",Watch Cholo Paltai Bengali movie online on hoichoi. A social drama about a single father worried about his cricket-obsessed sonís education. What drastic step does he take? Watch the Prosenjit Chatterjee film on hoichoi.,watch cholo paltai bengali movie online hoichoi social drama about single father worried about his cricketobsessed sonís education what drastic step does he take watch prosenjit chatterjee film hoichoi,watch cholo paltai bengali movie,"watch,cholo,paltai,bengali,movie,online,hoichoi,social,drama,about,single,father,worried,about,his,cricketobsessed,sonís,education,what,drastic,step,does,he,take,watch,prosenjit,chatterjee,film,hoichoi","watch,cholo,paltai,bengali,movie,online,hoichoi,social,drama,about,single,father,worried,about,cricketobsessed,sonís,education,what,drastic,step,he,take,watch,prosenjit,chatterjee,film,hoichoi",7
Movies,Ami Subhash Bolchi,,Acquired,Bengali,India,31-05-2017,Yes,Drama,Social,Drama Social,2011,U/A 13+,3,183,183,7,"Mithun Chakraborty, Laboni Sarkar, Barkha Bisht Sengupta",Watch Ami Subhash Bolchi Bengali movie online on hoichoi. A Mithun Chakraborty film about a man's attempt to follow Netaji Subhash Chandra Bose and unite the Bengali community. Watch this Bangla hit film online on hoichoi.,watch ami subhash bolchi bengali movie online hoichoi mithun chakraborty film about mans attempt follow netaji subhash chandra bose unite bengali community watch bangla hit film online hoichoi,watch ami subhash bolchi bengali,"watch,ami,subhash,bolchi,bengali,movie,online,hoichoi,mithun,chakraborty,film,about,mans,attempt,follow,netaji,subhash,chandra,bose,unite,bengali,community,watch,bangla,hit,film,online,hoichoi","watch,ami,subhash,bolchi,bengali,movie,online,hoichoi,mithun,chakraborty,film,about,mans,attempt,follow,netaji,subhash,chandra,bose,unite,bengali,community,watch,bangla,hit,film,online,hoichoi",13
Movies,Chirodini Tumi Je Amar - 2,,Acquired,Bengali,India,31-05-2017,Yes,Drama,Mystery,Drama Mystery,2014,U/A 16+,4,141.9,141.9,7.5,"Arjun Chakraborty, Urmila Mahanta, Kharaj Mukherjee","Watch Chirodini Tumi Je Amar - 2 Bengali movie online on hoichoi. A Bengali crime drama about Bhanu who travels to Kolkata for work and falls for Jyoti, a housemaid. What happens next? Watch the film online on hoichoi.",watch chirodini tumi je amar 2 bengali movie online hoichoi bengali crime drama about bhanu who travels kolkata work falls jyoti housemaid what happens next watch film online hoichoi,watch chirodini tumi je amar,"watch,chirodini,tumi,je,amar,2,bengali,movie,online,hoichoi,bengali,crime,drama,about,bhanu,who,travels,kolkata,work,falls,jyoti,housemaid,what,happens,next,watch,film,online,hoichoi","watch,chirodini,tumi,je,amar,2,bengali,movie,online,hoichoi,bengali,crime,drama,about,bhanu,who,travels,kolkata,work,falls,jyoti,housemaid,what,happens,next,watch,film,online,hoichoi",16
Movies,Amanush,,Acquired,Bengali,India,31-05-2017,Yes,Drama,Crime,Drama Crime,2010,U/A 13+,3,182,182,7,"Soham, Srabanti, Biswajit Chakraborty","Watch Amanush Bengali movie online on hoichoi. A film starring Soham and Srabanti, about a young man's crazy obsession with a woman who loves someone else. Watch the Bengali romance film on hoichoi.",watch amanush bengali movie online hoichoi film starring soham srabanti about young mans crazy obsession woman who loves someone else watch bengali romance film hoichoi,watch amanush bengali movie online,"watch,amanush,bengali,movie,online,hoichoi,film,starring,soham,srabanti,about,young,mans,crazy,obsession,woman,who,loves,someone,else,watch,bengali,romance,film,hoichoi","watch,amanush,bengali,movie,online,hoichoi,film,starring,soham,srabanti,about,young,mans,crazy,obsession,woman,who,loves,someone,else,watch,bengali,romance,film,hoichoi",13
Movies,Darpa Churna,,Acquired,Bengali,India,31-05-2017,Yes,Drama,,Drama,1980,U,1,135,135,,"Uttam Kumar, Soumitra Chatterjee, Sandhya Roy","Watch Darpa Churna Bengali movie online on hoichoi. A Bengali film based on Saratchandra Chattopadhyayís novel, narrating the story of the writerís life during his youth. Watch the movie online on hoichoi.",watch darpa churna bengali movie online hoichoi bengali film based saratchandra chattopadhyayís novel narrating story writerís life during his youth watch movie online hoichoi,watch darpa churna bengali movie,"watch,darpa,churna,bengali,movie,online,hoichoi,bengali,film,based,saratchandra,chattopadhyayís,novel,narrating,story,writerís,life,during,his,youth,watch,movie,online,hoichoi","watch,darpa,churna,bengali,movie,online,hoichoi,bengali,film,based,saratchandra,chattopadhyayís,novel,narrating,story,writerís,life,during,youth,watch,movie,online,hoichoi",0
Movies,Champion,,Acquired,Bengali,India,31-05-2017,Yes,Romantic,,Romantic,2003,U/A 13+,3,201,201,6.8,"Jeet, Srabanti, Dipankar Dey","Watch Champion Bengali movie online on hoichoi. A sports drama starring Jeet and Srabanti, that defines Raja's journeys from being a carefree person to a mature adult. Watch the Bengali movie online on hoichoi.",watch champion bengali movie online hoichoi sports drama starring jeet srabanti defines rajas journeys being carefree person mature adult watch bengali movie online hoichoi,watch champion bengali movie online,"watch,champion,bengali,movie,online,hoichoi,sports,drama,starring,jeet,srabanti,defines,rajas,journeys,being,carefree,person,mature,adult,watch,bengali,movie,online,hoichoi","watch,champion,bengali,movie,online,hoichoi,sports,drama,starring,jeet,srabanti,defines,rajas,journeys,being,carefree,person,mature,adult,watch,bengali,movie,online,hoichoi",13
Movies,Dadu No.1,,Acquired,Bengali,India,31-05-2017,Yes,Comedy,,Comedy,2004,U/A 7+,2,141,141,,"Ranjit Mallick, Rachana Banerjee, Ferdous Ahmed","Watch Dadu No.1 Bengali movie online on hoichoi. A Bengali film about a businessman helping a widow, Mamta. What does she do when he asks her for a life-altering favour? Watch the Bengali film online on hoichoi.",watch dadu no1 bengali movie online hoichoi bengali film about businessman helping widow mamta what does she do when he asks her lifealtering favour watch bengali film online hoichoi,watch dadu no1 bengali movie,"watch,dadu,no1,bengali,movie,online,hoichoi,bengali,film,about,businessman,helping,widow,mamta,what,does,she,do,when,he,asks,her,lifealtering,favour,watch,bengali,film,online,hoichoi","watch,dadu,no1,bengali,movie,online,hoichoi,bengali,film,about,businessman,helping,widow,mamta,what,she,he,asks,lifealtering,favour,watch,bengali,film,online,hoichoi",7
Movies,Mama Square,,Acquired,Bengali,India,31-05-2017,Yes,Comedy,,Comedy,2010,U/A 13+,3,125,125,,"Tapas Paul, Sabyasachi Chakrabarty, Ritojit","Watch Mama Square Bengali movie online on hoichoi. A Bengali comedy about Tia and Sourav who are in love, but their relationship is not supported by their uncles. Watch the film online in India.",watch mama square bengali movie online hoichoi bengali comedy about tia sourav who are love but their relationship not supported their uncles watch film online india,watch mama square bengali movie,"watch,mama,square,bengali,movie,online,hoichoi,bengali,comedy,about,tia,sourav,who,are,love,but,their,relationship,not,supported,their,uncles,watch,film,online,india","watch,mama,square,bengali,movie,online,hoichoi,bengali,comedy,about,tia,sourav,who,love,but,their,relationship,supported,their,uncles,watch,film,online,india",13
Movies,Raja Babu,,Acquired,Bengali,India,31-05-2017,Yes,Drama,,Drama,2004,U/A 7+,2,177,177,,"Jishhu Sengupta, Mithun Chakraborty, Dipankar Dey",Watch Raja Babu Bengali movie online on hoichoi. A Mithun Chakraborty film about a man who accepts a woman with her unborn child to save her reputation. Watch the Bengali romcom online on hoichoi.,watch raja babu bengali movie online hoichoi mithun chakraborty film about man who accepts woman her unborn child save her reputation watch bengali romcom online hoichoi,watch raja babu bengali movie,"watch,raja,babu,bengali,movie,online,hoichoi,mithun,chakraborty,film,about,man,who,accepts,woman,her,unborn,child,save,her,reputation,watch,bengali,romcom,online,hoichoi","watch,raja,babu,bengali,movie,online,hoichoi,mithun,chakraborty,film,about,man,who,accepts,woman,unborn,child,save,reputation,watch,bengali,romcom,online,hoichoi",7
Movies,Surya,,Acquired,Bengali,India,31-05-2017,Yes,Action,,Action,2004,U/A 7+,2,150,150,8.1,"Prosenjit Chatterjee, Arunima Ghosh, Dulal Lahiri",Watch Surya Bengali movie online on hoichoi. A Bengali film about Surya avenging the death of his father who is killed by someone he once helped. Will Surya succeed? Watch the Prosenjit Chatterjee film online on hoichoi.,watch surya bengali movie online hoichoi bengali film about surya avenging death his father who killed someone he once helped will surya succeed watch prosenjit chatterjee film online hoichoi,watch surya bengali movie online,"watch,surya,bengali,movie,online,hoichoi,bengali,film,about,surya,avenging,death,his,father,who,killed,someone,he,once,helped,will,surya,succeed,watch,prosenjit,chatterjee,film,online,hoichoi","watch,surya,bengali,movie,online,hoichoi,bengali,film,about,surya,avenging,death,father,who,killed,someone,he,once,helped,surya,succeed,watch,prosenjit,chatterjee,film,online,hoichoi",7
Movies,Sri Sri Tarakeshwar,,Acquired,Bengali,India,31-05-2017,Yes,Devotional,,Devotional,1958,U/A 7+,2,100.6,100.6,,"Kamal Mitra, Jahar Roy, Nitish Mukherjee",Watch Sri Sri Tarakeshwar Bengali movie online on hoichoi. A Bengali film about the deep dedication of devotees towards Lord Shiva. Will the Lord help them during their crises? Watch the devotional film online on hoichoi.,watch sri sri tarakeshwar bengali movie online hoichoi bengali film about deep dedication devotees towards lord shiva will lord help them during their crises watch devotional film online hoichoi,watch sri sri tarakeshwar bengali,"watch,sri,sri,tarakeshwar,bengali,movie,online,hoichoi,bengali,film,about,deep,dedication,devotees,towards,lord,shiva,will,lord,help,them,during,their,crises,watch,devotional,film,online,hoichoi","watch,sri,sri,tarakeshwar,bengali,movie,online,hoichoi,bengali,film,about,deep,dedication,devotees,towards,lord,shiva,lord,help,them,during,their,crises,watch,devotional,film,online,hoichoi",7
Movies,Sonar Sansar,,Acquired,Bengali,India,31-05-2017,Yes,Drama,,Drama,2003,U/A 13+,3,176,176,7.8,"Prosenjit Chatterjee, Tapas Paul, Mrinal Mukherjee","Watch Sonar Sansar Bengali movie online on hoichoi. A family drama starring Prosenjit Chatterjee and Tapa Paul, about three brothers who fight the world as a strong family. Watch the Bengali hit online on hoichoi.",watch sonar sansar bengali movie online hoichoi family drama starring prosenjit chatterjee tapa paul about three brothers who fight world strong family watch bengali hit online hoichoi,watch sonar sansar bengali movie,"watch,sonar,sansar,bengali,movie,online,hoichoi,family,drama,starring,prosenjit,chatterjee,tapa,paul,about,three,brothers,who,fight,world,strong,family,watch,bengali,hit,online,hoichoi","watch,sonar,sansar,bengali,movie,online,hoichoi,family,drama,starring,prosenjit,chatterjee,tapa,paul,about,three,brothers,who,fight,world,strong,family,watch,bengali,hit,online,hoichoi",13
Movies,Mayer Aasirbad,,Acquired,Bengali,India,31-05-2017,Yes,Drama,,Drama,1993,U/A 7+,2,145,145,4,"Debashree Roy, Nirmal Kumar, Biplab Chatterjee",Watch Mayer Aasirbad Bengali movie online on hoichoi. A 90ís Bengali movie about Madhu who visits the city. Will his motherís blessings protect him and change his life? Watch the full movie online on hoichoi.,watch mayer aasirbad bengali movie online hoichoi 90ís bengali movie about madhu who visits city will his motherís blessings protect him change his life watch full movie online hoichoi,watch mayer aasirbad bengali movie,"watch,mayer,aasirbad,bengali,movie,online,hoichoi,90ís,bengali,movie,about,madhu,who,visits,city,will,his,motherís,blessings,protect,him,change,his,life,watch,full,movie,online,hoichoi","watch,mayer,aasirbad,bengali,movie,online,hoichoi,90ís,bengali,movie,about,madhu,who,visits,city,motherís,blessings,protect,him,change,life,watch,full,movie,online,hoichoi",7
Movies,Goynar Baksho,,Acquired,Bengali,India,23-05-2017,Yes,Drama,,Drama,2013,U/A 16+,4,141.6,141.6,7.1,"Konkona Sen Sharma, Moushumi Mukherjee, Srabanti",Watch Goynar Baksho Bengali movie online on hoichoi. A Bengali film about the ghost of a woman obsessed with her jewellery box that later helps her niece-in-law. Watch the Aparna Sen masterpiece online on hoichoi.,watch goynar baksho bengali movie online hoichoi bengali film about ghost woman obsessed her jewellery box later helps her nieceinlaw watch aparna sen masterpiece online hoichoi,watch goynar baksho bengali movie,"watch,goynar,baksho,bengali,movie,online,hoichoi,bengali,film,about,ghost,woman,obsessed,her,jewellery,box,later,helps,her,nieceinlaw,watch,aparna,sen,masterpiece,online,hoichoi","watch,goynar,baksho,bengali,movie,online,hoichoi,bengali,film,about,ghost,woman,obsessed,jewellery,box,later,helps,nieceinlaw,watch,aparna,sen,masterpiece,online,hoichoi",16
Movies,Shudhu Tomari Jonyo,,Acquired,Bengali,India,22-05-2017,Yes,Drama,,Drama,2015,U/A 7+,2,149,149,,"Dev, Srabanti, Mimi Chakraborty, Soham","Watch Shudhu Tomari Jonyo Bengali movie online on hoichoi. A Bangla romance about a married couple that finds love and chooses to separate, to return to their former lovers. Watch the Birsa Dasgupta film on hoichoi.",watch shudhu tomari jonyo bengali movie online hoichoi bangla romance about married couple finds love chooses separate return their former lovers watch birsa dasgupta film hoichoi,watch shudhu tomari jonyo bengali,"watch,shudhu,tomari,jonyo,bengali,movie,online,hoichoi,bangla,romance,about,married,couple,finds,love,chooses,separate,return,their,former,lovers,watch,birsa,dasgupta,film,hoichoi","watch,shudhu,tomari,jonyo,bengali,movie,online,hoichoi,bangla,romance,about,married,couple,finds,love,chooses,separate,return,their,former,lovers,watch,birsa,dasgupta,film,hoichoi",7
Movies,Apur Panchali,,Acquired,Bengali,India,22-05-2017,Yes,Drama,,Drama,2014,U/A 7+,2,106.8,106.8,7.5,"Parambrata Chattopadhyay, Ardhendu Banerjee, Parno Mittra, Gaurav Chakrabarty","Watch Apur Panchali Bengali movie online on hoichoi. A Bengali film on the actor who played little Apu in the iconic Pather Panchali, and his life away from the limelight. Watch the Kaushik Ganguly film online on hoichoi.",watch apur panchali bengali movie online hoichoi bengali film actor who played little apu iconic pather panchali his life away limelight watch kaushik ganguly film online hoichoi,watch apur panchali bengali movie,"watch,apur,panchali,bengali,movie,online,hoichoi,bengali,film,actor,who,played,little,apu,iconic,pather,panchali,his,life,away,limelight,watch,kaushik,ganguly,film,online,hoichoi","watch,apur,panchali,bengali,movie,online,hoichoi,bengali,film,actor,who,played,little,apu,iconic,pather,panchali,life,away,limelight,watch,kaushik,ganguly,film,online,hoichoi",7
Movies,Bapi Bari Jaa,,Acquired,Bengali,India,22-05-2017,Yes,Romantic,Comedy,Romantic Comedy,2012,A 18+,5,114.8,114.8,,"Mimi Chakraborty, Arjun Chakrabarty, Anindya Chatterjee","Watch Bapi Bari Ja Bengali movie online on hoichoi. A Bengali film about five friends from troubled families, dealing with love, career, and other realities of life. Watch the romantic movie online on hoichoi.",watch bapi bari ja bengali movie online hoichoi bengali film about five friends troubled families dealing love career other realities life watch romantic movie online hoichoi,watch bapi bari ja bengali,"watch,bapi,bari,ja,bengali,movie,online,hoichoi,bengali,film,about,five,friends,troubled,families,dealing,love,career,other,realities,life,watch,romantic,movie,online,hoichoi","watch,bapi,bari,ja,bengali,movie,online,hoichoi,bengali,film,about,five,friends,troubled,families,dealing,love,career,other,realities,life,watch,romantic,movie,online,hoichoi",18
Movies,Challenge,,Acquired,Bengali,India,22-05-2017,Yes,Romantic,Action,Romantic Action,2009,U/A 7+,2,151,151,5.9,"Dev, Subhashree, Rajatava Dutta",Watch Challenge Bengali movie online on hoichoi. A Bengali romantic film about a young man determined to win the woman he loves and challenges her protective father. Watch the Dev hit online on hoichoi.,watch challenge bengali movie online hoichoi bengali romantic film about young man determined win woman he loves challenges her protective father watch dev hit online hoichoi,watch challenge bengali movie online,"watch,challenge,bengali,movie,online,hoichoi,bengali,romantic,film,about,young,man,determined,win,woman,he,loves,challenges,her,protective,father,watch,dev,hit,online,hoichoi","watch,challenge,bengali,movie,online,hoichoi,bengali,romantic,film,about,young,man,determined,win,woman,he,loves,challenges,protective,father,watch,dev,hit,online,hoichoi",7
